date,weekday,meal_period,dish_name,dish_category,kitchen_section,estimated_guests,actual_guests,event_type,occupancy_rate,weather,prepared_qty,leftover_qty,leftover_ratio,service_time_remaining,refill_count,waste_level,possible_reason,recommended_action
2025-11-27,Thursday,Breakfast,Fried Rice,staple,Hot Kitchen,71,79,group_tour,0.83,sunny,3.8,1.1,0.29,60,3,Medium,Overproduction,Use smaller refill batch
2026-02-09,Monday,Lunch,Cold Cucumber Salad,cold dish,Cold Dishes,170,184,normal,0.47,rainy,7.4,2.0,0.27,90,1,Medium,Overproduction,Reduce final refill quantity
2026-03-05,Thursday,Lunch,Chinese Pastry Assortment,pastry,Chinese Pastry,215,240,normal,0.66,cloudy,6.5,1.4,0.22,45,2,Medium,Demand slowed near the end,Use smaller refill batch
2025-11-06,Thursday,Lunch,Cold Cucumber Salad,cold dish,Cold Dishes,200,218,normal,0.71,rainy,9.6,2.1,0.22,30,1,Medium,Demand slowed near the end,Reduce final refill quantity
2025-12-30,Tuesday,Breakfast,Braised Pork,meat,Hot Kitchen,199,192,wedding,0.94,rainy,10.4,2.3,0.22,90,2,Medium,Demand slowed near the end,Use smaller refill batch
2026-02-26,Thursday,Dinner,Braised Pork,meat,Hot Kitchen,196,169,normal,0.9,rainy,8.5,1.1,0.13,15,4,Low,Regular consumption,Maintain current quantity
2025-10-17,Friday,Lunch,Stir-fried Vegetables,vegetable,Hot Kitchen,124,100,group_tour,0.94,sunny,5.3,0.3,0.06,90,1,Low,Regular consumption,Maintain current quantity
2026-01-26,Monday,Dinner,Steamed Dumplings,pastry,Chinese Pastry,196,165,banquet,0.73,rainy,6.0,2.8,0.47,15,2,High,Refilled too late in service,Avoid final refill and reduce next initial quantity
2025-12-22,Monday,Breakfast,Fruit Platter,dessert,Cold Dishes,173,187,normal,0.55,cloudy,6.2,2.8,0.45,90,2,High,Low guest demand,Reduce initial quantity
2025-11-21,Friday,Lunch,Congee Side Toppings,side dish,Cold / Prep,104,108,normal,0.49,rainy,4.0,1.3,0.33,90,2,Medium,Overproduction,Use smaller refill batch
2025-10-04,Saturday,Lunch,Roasted Chicken,meat,Hot Kitchen,142,140,group_tour,0.47,sunny,6.9,2.3,0.33,60,2,Medium,Overproduction,Use smaller refill batch
2026-02-20,Friday,Breakfast,Roasted Chicken,meat,Hot Kitchen,107,102,group_tour,0.71,cloudy,4.3,0.8,0.19,90,4,Medium,Demand slowed near the end,Use smaller refill batch
2025-12-31,Wednesday,Breakfast,Stir-fried Vegetables,vegetable,Hot Kitchen,115,129,group_tour,0.63,cloudy,4.2,0.8,0.19,15,4,Medium,Demand slowed near the end,Use smaller refill batch
2025-12-03,Wednesday,Dinner,Braised Pork,meat,Hot Kitchen,220,245,banquet,0.93,sunny,10.5,0.6,0.06,45,4,Low,Regular consumption,Maintain current quantity
2026-02-12,Thursday,Dinner,Roasted Chicken,meat,Hot Kitchen,135,149,group_tour,0.69,cloudy,9.6,3.7,0.39,30,0,High,Refilled too late in service,Avoid final refill and reduce next initial quantity
2026-02-17,Tuesday,Breakfast,Fruit Platter,dessert,Cold Dishes,114,124,normal,0.79,sunny,3.5,1.4,0.4,60,4,High,Low guest demand,Reduce initial quantity
2025-11-11,Tuesday,Lunch,Fried Noodles,staple,Hot Kitchen,73,59,group_tour,0.49,sunny,3.2,0.6,0.19,45,1,Medium,Demand slowed near the end,Reduce final refill quantity
2026-01-26,Monday,Lunch,Braised Pork,meat,Hot Kitchen,90,86,normal,0.64,sunny,4.5,1.6,0.36,15,4,High,Low guest demand,Avoid final refill and reduce next initial quantity
2026-02-08,Sunday,Lunch,Steamed Dumplings,pastry,Chinese Pastry,132,139,group_tour,0.75,cloudy,4.8,0.5,0.1,60,0,Low,Regular consumption,Maintain current quantity
2025-11-28,Friday,Dinner,Cold Cucumber Salad,cold dish,Cold Dishes,96,83,normal,0.6,rainy,3.4,1.4,0.41,15,2,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-10-04,Saturday,Dinner,Chinese Pastry Assortment,pastry,Chinese Pastry,138,115,normal,0.92,rainy,4.1,1.5,0.37,60,1,High,Low guest demand,Reduce initial quantity
2026-02-11,Wednesday,Breakfast,Cold Cucumber Salad,cold dish,Cold Dishes,109,86,normal,0.87,rainy,3.2,0.9,0.28,90,0,Medium,Overproduction,Reduce final refill quantity
2025-12-16,Tuesday,Breakfast,Braised Pork,meat,Hot Kitchen,184,208,normal,0.81,sunny,12.8,1.9,0.15,15,1,Low,Regular consumption,Maintain current quantity
2025-10-20,Monday,Lunch,Stir-fried Vegetables,vegetable,Hot Kitchen,138,141,normal,0.76,cloudy,6.3,0.7,0.11,60,2,Low,Regular consumption,Maintain current quantity
2025-12-22,Monday,Breakfast,Stir-fried Vegetables,vegetable,Hot Kitchen,152,122,group_tour,0.67,rainy,4.7,0.8,0.17,60,3,Medium,Demand slowed near the end,Use smaller refill batch
2025-12-20,Saturday,Dinner,Fried Rice,staple,Hot Kitchen,131,143,normal,0.75,rainy,9.6,4.5,0.47,15,2,High,Low guest demand,Avoid final refill and reduce next initial quantity
2026-02-09,Monday,Breakfast,Braised Pork,meat,Hot Kitchen,211,176,group_tour,0.65,rainy,11.5,3.2,0.28,60,4,Medium,Overproduction,Use smaller refill batch
2025-11-10,Monday,Lunch,Roasted Chicken,meat,Hot Kitchen,134,107,normal,0.82,rainy,5.1,0.3,0.06,90,2,Low,Regular consumption,Maintain current quantity
2025-12-03,Wednesday,Dinner,Chinese Pastry Assortment,pastry,Chinese Pastry,100,82,normal,0.52,rainy,2.6,1.1,0.42,60,1,High,Low guest demand,Reduce initial quantity
2026-02-04,Wednesday,Breakfast,Stir-fried Vegetables,vegetable,Hot Kitchen,112,107,normal,0.47,sunny,3.1,0.8,0.26,15,3,Medium,Refilled too late in service,Use smaller refill batch
2026-02-13,Friday,Lunch,Braised Pork,meat,Hot Kitchen,205,168,group_tour,0.74,cloudy,8.1,1.1,0.14,90,0,Low,Regular consumption,Maintain current quantity
2025-11-29,Saturday,Lunch,Fruit Platter,dessert,Cold Dishes,183,202,normal,0.69,cloudy,11.6,3.4,0.29,30,3,Medium,Refilled too late in service,Use smaller refill batch
2025-11-10,Monday,Breakfast,Cold Cucumber Salad,cold dish,Cold Dishes,118,108,normal,0.86,rainy,3.7,0.6,0.16,60,3,Medium,Demand slowed near the end,Use smaller refill batch
2026-01-16,Friday,Breakfast,Fried Noodles,staple,Hot Kitchen,94,94,normal,0.75,rainy,6.8,1.0,0.15,30,0,Low,Regular consumption,Maintain current quantity
2025-11-18,Tuesday,Lunch,Fruit Platter,dessert,Cold Dishes,132,149,normal,0.77,rainy,6.5,1.4,0.22,60,3,Medium,Demand slowed near the end,Use smaller refill batch
2026-03-05,Thursday,Dinner,Cold Cucumber Salad,cold dish,Cold Dishes,190,162,group_tour,0.76,sunny,5.3,1.6,0.3,90,3,Medium,Overproduction,Use smaller refill batch
2026-01-09,Friday,Breakfast,Cold Cucumber Salad,cold dish,Cold Dishes,189,193,normal,0.88,rainy,6.9,3.1,0.45,60,1,High,Low guest demand,Reduce initial quantity
2026-02-16,Monday,Breakfast,Fruit Platter,dessert,Cold Dishes,214,206,normal,0.52,rainy,12.2,5.2,0.43,90,3,High,Low guest demand,Reduce initial quantity
2026-01-20,Tuesday,Lunch,Stir-fried Vegetables,vegetable,Hot Kitchen,207,163,group_tour,0.63,cloudy,7.0,1.0,0.14,15,1,Low,Regular consumption,Maintain current quantity
2026-02-19,Thursday,Lunch,Steamed Fish,seafood,Hot Kitchen,61,59,normal,0.82,rainy,3.4,0.7,0.21,45,1,Medium,Demand slowed near the end,Reduce final refill quantity
2025-10-30,Thursday,Lunch,Cold Cucumber Salad,cold dish,Cold Dishes,197,181,group_tour,0.58,cloudy,6.8,2.8,0.41,30,3,High,Over-refilled during service,Avoid final refill and reduce next initial quantity
2026-01-05,Monday,Dinner,Fruit Platter,dessert,Cold Dishes,161,168,normal,0.74,cloudy,5.5,2.4,0.44,60,1,High,Low guest demand,Reduce initial quantity
2025-10-28,Tuesday,Dinner,Stir-fried Vegetables,vegetable,Hot Kitchen,217,223,normal,0.85,cloudy,5.7,1.9,0.33,15,0,Medium,Refilled too late in service,Reduce final refill quantity
2026-01-31,Saturday,Lunch,Chinese Pastry Assortment,pastry,Chinese Pastry,80,79,normal,0.56,cloudy,3.2,1.1,0.34,90,3,Medium,Overproduction,Use smaller refill batch
2026-03-04,Wednesday,Breakfast,Fried Noodles,staple,Hot Kitchen,192,165,normal,0.46,cloudy,12.0,5.9,0.49,30,4,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-10-03,Friday,Breakfast,Cold Cucumber Salad,cold dish,Cold Dishes,242,238,wedding,0.63,cloudy,10.5,3.5,0.33,15,0,Medium,Refilled too late in service,Reduce final refill quantity
2026-02-23,Monday,Lunch,Chinese Pastry Assortment,pastry,Chinese Pastry,109,101,normal,0.56,cloudy,2.7,0.9,0.33,60,1,Medium,Overproduction,Reduce final refill quantity
2026-02-08,Sunday,Lunch,Congee Side Toppings,side dish,Cold / Prep,259,266,banquet,0.93,rainy,8.8,4.0,0.45,45,1,High,Overproduction,Reduce initial quantity
2026-01-28,Wednesday,Breakfast,Chinese Pastry Assortment,pastry,Chinese Pastry,116,118,normal,0.48,cloudy,4.3,1.5,0.35,90,2,Medium,Overproduction,Use smaller refill batch
2025-12-09,Tuesday,Lunch,Stir-fried Vegetables,vegetable,Hot Kitchen,147,114,normal,0.82,rainy,3.3,1.5,0.45,30,2,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-11-20,Thursday,Dinner,Fried Rice,staple,Hot Kitchen,127,105,normal,0.57,rainy,6.2,1.0,0.16,45,4,Medium,Demand slowed near the end,Use smaller refill batch
2025-10-23,Thursday,Dinner,Braised Pork,meat,Hot Kitchen,198,224,normal,0.83,sunny,9.9,3.6,0.36,60,2,High,Low guest demand,Reduce initial quantity
2026-02-27,Friday,Lunch,Congee Side Toppings,side dish,Cold / Prep,116,121,normal,0.59,rainy,6.0,2.9,0.48,60,3,High,Low guest demand,Reduce initial quantity
2025-11-16,Sunday,Breakfast,Fried Rice,staple,Hot Kitchen,62,46,group_tour,0.61,cloudy,3.0,0.8,0.27,45,2,Medium,Overproduction,Use smaller refill batch
2025-12-08,Monday,Dinner,Cold Cucumber Salad,cold dish,Cold Dishes,216,191,normal,0.69,cloudy,8.6,2.0,0.23,45,3,Medium,Demand slowed near the end,Use smaller refill batch
2026-01-26,Monday,Dinner,Cold Cucumber Salad,cold dish,Cold Dishes,85,88,normal,0.79,rainy,3.1,1.0,0.32,30,3,Medium,Refilled too late in service,Use smaller refill batch
2025-10-05,Sunday,Lunch,Cold Cucumber Salad,cold dish,Cold Dishes,140,148,normal,0.71,rainy,6.7,2.4,0.36,15,4,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-12-07,Sunday,Dinner,Fried Rice,staple,Hot Kitchen,152,135,normal,0.62,rainy,7.8,2.3,0.29,15,2,Medium,Refilled too late in service,Use smaller refill batch
2026-03-07,Saturday,Dinner,Stir-fried Vegetables,vegetable,Hot Kitchen,132,117,normal,0.72,rainy,3.8,1.0,0.26,15,3,Medium,Refilled too late in service,Use smaller refill batch
2025-11-09,Sunday,Dinner,Cold Cucumber Salad,cold dish,Cold Dishes,216,211,group_tour,0.66,cloudy,5.5,1.0,0.18,45,1,Medium,Demand slowed near the end,Reduce final refill quantity
2025-12-16,Tuesday,Lunch,Mixed Seafood,seafood,Hot Kitchen,173,183,normal,0.59,cloudy,8.7,2.3,0.26,60,4,Medium,Overproduction,Use smaller refill batch
2025-10-08,Wednesday,Dinner,Cold Cucumber Salad,cold dish,Cold Dishes,80,66,normal,0.92,cloudy,2.2,0.4,0.18,90,3,Medium,Demand slowed near the end,Use smaller refill batch
2026-02-14,Saturday,Breakfast,Steamed Dumplings,pastry,Chinese Pastry,159,138,normal,0.49,sunny,4.9,1.5,0.31,30,1,Medium,Refilled too late in service,Reduce final refill quantity
2025-10-11,Saturday,Lunch,Braised Pork,meat,Hot Kitchen,278,312,banquet,0.88,cloudy,14.6,5.3,0.36,30,4,High,Over-refilled during service,Avoid final refill and reduce next initial quantity
2026-02-24,Tuesday,Dinner,Steamed Fish,seafood,Hot Kitchen,148,139,normal,0.6,rainy,7.6,1.5,0.2,45,2,Medium,Demand slowed near the end,Use smaller refill batch
2025-11-11,Tuesday,Breakfast,Congee Side Toppings,side dish,Cold / Prep,180,173,normal,0.62,sunny,6.2,0.7,0.11,45,3,Low,Regular consumption,Maintain current quantity
2025-12-16,Tuesday,Breakfast,Chinese Pastry Assortment,pastry,Chinese Pastry,165,181,group_tour,0.64,rainy,5.6,0.7,0.12,60,3,Low,Regular consumption,Maintain current quantity
2025-10-23,Thursday,Dinner,Steamed Fish,seafood,Hot Kitchen,129,111,normal,0.85,rainy,5.9,2.5,0.42,30,3,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-12-16,Tuesday,Dinner,Steamed Dumplings,pastry,Chinese Pastry,219,207,normal,0.59,cloudy,6.4,1.6,0.25,15,4,Medium,Demand slowed near the end,Use smaller refill batch
2026-01-23,Friday,Breakfast,Mixed Seafood,seafood,Hot Kitchen,115,101,normal,0.46,sunny,6.6,2.3,0.35,60,2,Medium,Overproduction,Use smaller refill batch
2025-10-23,Thursday,Breakfast,Cold Cucumber Salad,cold dish,Cold Dishes,180,148,normal,0.49,cloudy,4.2,1.7,0.4,15,3,High,Low guest demand,Avoid final refill and reduce next initial quantity
2026-01-24,Saturday,Dinner,Stir-fried Vegetables,vegetable,Hot Kitchen,180,182,wedding,0.68,sunny,7.1,0.7,0.1,45,2,Low,Regular consumption,Maintain current quantity
2025-10-13,Monday,Dinner,Mixed Seafood,seafood,Hot Kitchen,136,112,normal,0.69,cloudy,5.7,0.8,0.14,15,1,Low,Regular consumption,Maintain current quantity
2026-01-22,Thursday,Breakfast,Roasted Chicken,meat,Hot Kitchen,161,171,normal,0.74,cloudy,10.5,1.1,0.1,90,3,Low,Regular consumption,Maintain current quantity
2025-10-25,Saturday,Breakfast,Stir-fried Vegetables,vegetable,Hot Kitchen,220,170,normal,0.76,rainy,5.2,0.9,0.17,15,4,Medium,Demand slowed near the end,Use smaller refill batch
2026-02-22,Sunday,Lunch,Braised Pork,meat,Hot Kitchen,65,66,group_tour,0.82,cloudy,3.4,1.0,0.29,60,0,Medium,Overproduction,Reduce final refill quantity
2026-02-23,Monday,Dinner,Congee Side Toppings,side dish,Cold / Prep,199,176,group_tour,0.73,sunny,5.5,1.0,0.18,90,4,Medium,Demand slowed near the end,Use smaller refill batch
2026-01-26,Monday,Lunch,Congee Side Toppings,side dish,Cold / Prep,189,170,normal,0.45,cloudy,6.0,2.0,0.33,90,2,Medium,Overproduction,Use smaller refill batch
2026-02-17,Tuesday,Breakfast,Steamed Fish,seafood,Hot Kitchen,99,98,normal,0.83,cloudy,6.1,1.4,0.23,15,0,Medium,Demand slowed near the end,Reduce final refill quantity
2025-10-20,Monday,Breakfast,Fried Noodles,staple,Hot Kitchen,184,152,normal,0.55,sunny,11.2,4.0,0.36,60,3,High,Low guest demand,Reduce initial quantity
2025-12-07,Sunday,Lunch,Fried Noodles,staple,Hot Kitchen,113,114,normal,0.49,rainy,5.6,2.6,0.46,15,3,High,Low guest demand,Avoid final refill and reduce next initial quantity
2026-01-05,Monday,Breakfast,Mixed Seafood,seafood,Hot Kitchen,78,84,group_tour,0.71,cloudy,5.3,0.9,0.17,15,4,Medium,Demand slowed near the end,Use smaller refill batch
2026-01-09,Friday,Breakfast,Stir-fried Vegetables,vegetable,Hot Kitchen,105,102,normal,0.74,sunny,4.0,1.1,0.28,45,4,Medium,Overproduction,Use smaller refill batch
2026-01-20,Tuesday,Breakfast,Steamed Dumplings,pastry,Chinese Pastry,146,147,group_tour,0.65,rainy,5.4,1.3,0.24,45,2,Medium,Demand slowed near the end,Use smaller refill batch
2025-12-25,Thursday,Lunch,Roasted Chicken,meat,Hot Kitchen,142,141,group_tour,0.86,cloudy,6.8,1.2,0.18,45,4,Medium,Demand slowed near the end,Use smaller refill batch
2026-01-26,Monday,Lunch,Fried Rice,staple,Hot Kitchen,212,160,normal,0.94,sunny,11.9,4.7,0.39,45,0,High,Low guest demand,Reduce initial quantity
2025-11-26,Wednesday,Breakfast,Roasted Chicken,meat,Hot Kitchen,201,191,group_tour,0.86,rainy,10.2,2.2,0.22,15,0,Medium,Demand slowed near the end,Reduce final refill quantity
2025-11-11,Tuesday,Lunch,Cold Cucumber Salad,cold dish,Cold Dishes,125,134,normal,0.57,rainy,6.3,3.0,0.48,15,1,High,Low guest demand,Avoid final refill and reduce next initial quantity
2026-02-27,Friday,Dinner,Steamed Dumplings,pastry,Chinese Pastry,207,186,normal,0.82,sunny,7.2,2.6,0.36,45,2,High,Low guest demand,Reduce initial quantity
2026-01-22,Thursday,Breakfast,Steamed Fish,seafood,Hot Kitchen,245,245,banquet,0.82,sunny,10.7,3.1,0.29,15,4,Medium,Refilled too late in service,Use smaller refill batch
2025-12-25,Thursday,Dinner,Fruit Platter,dessert,Cold Dishes,160,182,normal,0.79,sunny,6.0,1.8,0.3,30,0,Medium,Refilled too late in service,Reduce final refill quantity
2025-11-09,Sunday,Lunch,Cold Cucumber Salad,cold dish,Cold Dishes,200,181,normal,0.82,rainy,9.0,2.3,0.26,30,1,Medium,Refilled too late in service,Reduce final refill quantity
2026-01-12,Monday,Dinner,Braised Pork,meat,Hot Kitchen,194,164,normal,0.95,rainy,12.3,1.0,0.08,90,2,Low,Regular consumption,Maintain current quantity
2026-01-16,Friday,Lunch,Steamed Fish,seafood,Hot Kitchen,66,69,normal,0.62,cloudy,4.3,0.4,0.09,90,3,Low,Regular consumption,Maintain current quantity
2025-10-14,Tuesday,Breakfast,Stir-fried Vegetables,vegetable,Hot Kitchen,81,64,group_tour,0.83,sunny,3.7,0.2,0.05,45,1,Low,Regular consumption,Maintain current quantity
2025-10-31,Friday,Lunch,Congee Side Toppings,side dish,Cold / Prep,197,164,normal,0.55,cloudy,7.2,3.6,0.5,60,4,High,Low guest demand,Reduce initial quantity
2025-10-07,Tuesday,Dinner,Steamed Fish,seafood,Hot Kitchen,140,120,banquet,0.47,rainy,5.9,1.6,0.27,60,0,Medium,Overproduction,Reduce final refill quantity
2025-10-05,Sunday,Lunch,Steamed Dumplings,pastry,Chinese Pastry,152,166,group_tour,0.88,rainy,9.4,4.8,0.51,30,3,High,Over-refilled during service,Avoid final refill and reduce next initial quantity
2025-10-28,Tuesday,Lunch,Roasted Chicken,meat,Hot Kitchen,204,231,banquet,0.49,rainy,12.9,4.8,0.37,30,0,High,Refilled too late in service,Avoid final refill and reduce next initial quantity
2025-12-20,Saturday,Lunch,Roasted Chicken,meat,Hot Kitchen,150,133,normal,0.46,sunny,9.2,4.1,0.45,45,4,High,Low guest demand,Reduce initial quantity
2026-01-10,Saturday,Dinner,Fried Noodles,staple,Hot Kitchen,207,162,banquet,0.53,sunny,10.6,3.4,0.32,30,4,Medium,Refilled too late in service,Use smaller refill batch
2026-01-20,Tuesday,Dinner,Congee Side Toppings,side dish,Cold / Prep,95,93,normal,0.52,rainy,2.8,1.5,0.54,45,1,High,Low guest demand,Reduce initial quantity
2026-01-21,Wednesday,Dinner,Cold Cucumber Salad,cold dish,Cold Dishes,300,338,banquet,0.61,sunny,14.9,6.3,0.42,15,1,High,Refilled too late in service,Avoid final refill and reduce next initial quantity
2026-01-16,Friday,Lunch,Steamed Fish,seafood,Hot Kitchen,130,105,normal,0.92,rainy,6.0,1.6,0.27,90,0,Medium,Overproduction,Reduce final refill quantity
2026-03-07,Saturday,Dinner,Chinese Pastry Assortment,pastry,Chinese Pastry,66,58,normal,0.57,sunny,1.9,0.6,0.32,90,4,Medium,Overproduction,Use smaller refill batch
2025-11-19,Wednesday,Lunch,Steamed Fish,seafood,Hot Kitchen,68,62,normal,0.55,sunny,3.1,1.9,0.61,30,3,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-10-19,Sunday,Lunch,Cold Cucumber Salad,cold dish,Cold Dishes,238,219,banquet,0.79,cloudy,8.0,2.4,0.3,45,3,Medium,Overproduction,Use smaller refill batch
2026-02-26,Thursday,Dinner,Chinese Pastry Assortment,pastry,Chinese Pastry,193,153,normal,0.84,rainy,6.8,1.6,0.24,90,1,Medium,Demand slowed near the end,Reduce final refill quantity
2025-10-13,Monday,Lunch,Fruit Platter,dessert,Cold Dishes,108,93,normal,0.93,rainy,3.1,0.5,0.16,60,2,Medium,Demand slowed near the end,Use smaller refill batch
2025-10-16,Thursday,Dinner,Mixed Seafood,seafood,Hot Kitchen,216,224,banquet,0.86,cloudy,16.3,4.6,0.28,30,4,Medium,Refilled too late in service,Use smaller refill batch
2025-10-09,Thursday,Lunch,Cold Cucumber Salad,cold dish,Cold Dishes,176,138,normal,0.9,rainy,6.5,1.1,0.17,15,1,Medium,Demand slowed near the end,Reduce final refill quantity
2026-01-03,Saturday,Dinner,Steamed Dumplings,pastry,Chinese Pastry,190,189,group_tour,0.85,rainy,8.3,3.1,0.37,30,0,High,Refilled too late in service,Avoid final refill and reduce next initial quantity
2026-02-24,Tuesday,Breakfast,Braised Pork,meat,Hot Kitchen,73,67,normal,0.54,sunny,4.3,1.4,0.33,45,3,Medium,Overproduction,Use smaller refill batch
2025-11-05,Wednesday,Breakfast,Stir-fried Vegetables,vegetable,Hot Kitchen,187,204,normal,0.46,cloudy,5.0,1.8,0.36,30,3,High,Low guest demand,Avoid final refill and reduce next initial quantity
2026-01-24,Saturday,Dinner,Steamed Dumplings,pastry,Chinese Pastry,131,130,normal,0.89,sunny,5.3,0.5,0.09,30,0,Low,Regular consumption,Maintain current quantity
2025-12-31,Wednesday,Breakfast,Fried Noodles,staple,Hot Kitchen,282,248,banquet,0.74,rainy,14.9,4.2,0.28,30,1,Medium,Refilled too late in service,Reduce final refill quantity
2026-03-08,Sunday,Dinner,Braised Pork,meat,Hot Kitchen,105,119,group_tour,0.84,rainy,5.5,1.8,0.33,15,0,Medium,Refilled too late in service,Reduce final refill quantity
2025-12-24,Wednesday,Lunch,Roasted Chicken,meat,Hot Kitchen,76,65,group_tour,0.87,cloudy,4.6,1.1,0.24,45,2,Medium,Demand slowed near the end,Use smaller refill batch
2026-02-14,Saturday,Dinner,Stir-fried Vegetables,vegetable,Hot Kitchen,195,223,normal,0.5,sunny,8.8,3.0,0.34,60,2,Medium,Overproduction,Use smaller refill batch
2026-02-14,Saturday,Dinner,Chinese Pastry Assortment,pastry,Chinese Pastry,187,179,normal,0.76,sunny,5.9,0.8,0.14,90,1,Low,Regular consumption,Maintain current quantity
2025-12-16,Tuesday,Breakfast,Stir-fried Vegetables,vegetable,Hot Kitchen,90,94,normal,0.76,cloudy,4.2,0.3,0.07,60,3,Low,Regular consumption,Maintain current quantity
2025-12-31,Wednesday,Dinner,Fruit Platter,dessert,Cold Dishes,132,112,normal,0.55,rainy,4.5,1.9,0.42,45,4,High,Low guest demand,Reduce initial quantity
2026-01-12,Monday,Dinner,Mixed Seafood,seafood,Hot Kitchen,109,96,normal,0.87,sunny,6.0,2.3,0.38,15,3,High,Low guest demand,Avoid final refill and reduce next initial quantity
2026-03-12,Thursday,Dinner,Fried Rice,staple,Hot Kitchen,202,218,banquet,0.84,cloudy,14.0,3.3,0.24,90,2,Medium,Demand slowed near the end,Use smaller refill batch
2025-11-25,Tuesday,Dinner,Chinese Pastry Assortment,pastry,Chinese Pastry,98,84,normal,0.48,cloudy,5.0,2.3,0.46,30,4,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-12-20,Saturday,Lunch,Mixed Seafood,seafood,Hot Kitchen,187,205,group_tour,0.66,cloudy,13.1,4.0,0.31,30,2,Medium,Refilled too late in service,Use smaller refill batch
2026-01-06,Tuesday,Breakfast,Fried Noodles,staple,Hot Kitchen,277,224,banquet,0.7,cloudy,13.1,4.2,0.32,45,4,Medium,Overproduction,Use smaller refill batch
2025-11-08,Saturday,Dinner,Steamed Dumplings,pastry,Chinese Pastry,69,64,group_tour,0.55,sunny,2.1,0.8,0.38,45,0,High,Overproduction,Reduce initial quantity
2026-03-04,Wednesday,Lunch,Steamed Dumplings,pastry,Chinese Pastry,139,105,normal,0.5,sunny,3.6,0.7,0.19,45,1,Medium,Demand slowed near the end,Reduce final refill quantity
2026-02-16,Monday,Lunch,Roasted Chicken,meat,Hot Kitchen,130,103,group_tour,0.52,cloudy,4.6,1.1,0.24,30,0,Medium,Demand slowed near the end,Reduce final refill quantity
2026-02-20,Friday,Lunch,Roasted Chicken,meat,Hot Kitchen,206,174,normal,0.85,rainy,12.4,2.5,0.2,90,2,Medium,Demand slowed near the end,Use smaller refill batch
2025-11-05,Wednesday,Lunch,Fried Noodles,staple,Hot Kitchen,114,104,banquet,0.5,sunny,6.9,1.8,0.26,60,4,Medium,Overproduction,Use smaller refill batch
2025-12-21,Sunday,Breakfast,Roasted Chicken,meat,Hot Kitchen,80,91,group_tour,0.85,rainy,4.3,1.4,0.33,15,1,Medium,Refilled too late in service,Reduce final refill quantity
2026-01-30,Friday,Lunch,Steamed Dumplings,pastry,Chinese Pastry,179,167,normal,0.81,rainy,3.8,1.4,0.37,45,4,High,Low guest demand,Reduce initial quantity
2026-01-11,Sunday,Dinner,Cold Cucumber Salad,cold dish,Cold Dishes,231,218,banquet,0.84,cloudy,8.8,3.5,0.4,60,3,High,Over-refilled during service,Reduce initial quantity
2025-12-31,Wednesday,Dinner,Chinese Pastry Assortment,pastry,Chinese Pastry,87,76,normal,0.65,sunny,2.9,0.6,0.21,60,4,Medium,Demand slowed near the end,Use smaller refill batch
2026-01-16,Friday,Dinner,Stir-fried Vegetables,vegetable,Hot Kitchen,158,122,normal,0.94,sunny,5.6,1.4,0.25,60,3,Medium,Demand slowed near the end,Use smaller refill batch
2025-12-29,Monday,Dinner,Fruit Platter,dessert,Cold Dishes,206,223,normal,0.78,rainy,10.3,1.5,0.15,90,2,Low,Regular consumption,Maintain current quantity
2025-12-20,Saturday,Breakfast,Steamed Fish,seafood,Hot Kitchen,157,138,normal,0.86,rainy,6.0,2.2,0.37,30,1,High,Low guest demand,Avoid final refill and reduce next initial quantity
2025-10-03,Friday,Dinner,Cold Cucumber Salad,cold dish,Cold Dishes,217,212,normal,0.6,rainy,10.8,3.9,0.36,45,2,High,Low guest demand,Reduce initial quantity
2025-12-19,Friday,Dinner,Steamed Fish,seafood,Hot Kitchen,240,238,wedding,0.95,cloudy,14.2,4.3,0.3,15,2,Medium,Refilled too late in service,Use smaller refill batch
2025-10-16,Thursday,Dinner,Fried Noodles,staple,Hot Kitchen,132,144,normal,0.5,cloudy,9.5,3.7,0.39,45,3,High,Low guest demand,Reduce initial quantity
2026-01-22,Thursday,Breakfast,Fruit Platter,dessert,Cold Dishes,202,182,group_tour,0.52,cloudy,6.4,3.1,0.48,45,1,High,Overproduction,Reduce initial quantity
2025-11-06,Thursday,Breakfast,Fried Noodles,staple,Hot Kitchen,184,186,normal,0.81,sunny,7.2,2.5,0.35,60,1,Medium,Overproduction,Reduce final refill quantity
2026-03-06,Friday,Dinner,Steamed Fish,seafood,Hot Kitchen,175,158,normal,0.66,rainy,9.7,2.2,0.23,90,0,Medium,Demand slowed near the end,Reduce final refill quantity
2025-12-02,Tuesday,Dinner,Mixed Seafood,seafood,Hot Kitchen,68,77,normal,0.74,rainy,4.3,0.9,0.21,90,0,Medium,Demand slowed near the end,Reduce final refill quantity
2025-10-23,Thursday,Dinner,Cold Cucumber Salad,cold dish,Cold Dishes,80,76,group_tour,0.68,cloudy,2.5,1.0,0.4,90,0,High,Overproduction,Reduce initial quantity
